origen,donacion_unitaria,donacion_multiple,fecha,donativo,estado
Banamex,true,,2016-12-10,0000001000.00,
Banamex,true,,2016-12-10,0000003000.00,
Banamex,true,,2016-12-10,0000000875.30,
Banamex,true,,2016-12-10,0000005000.00,
Banamex,true,,2016-12-10,0000001143.10,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000000600.00,
Banamex,true,,2016-12-10,0000000878.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000000100.00,
Banamex,true,,2016-12-10,0000000200.00,
Banamex,true,,2016-12-10,0000001000.00,
Banamex,true,,2016-12-10,0000000300.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000001500.00,
Banamex,true,,2016-12-10,0000000001.00,
Banamex,true,,2016-12-10,0000000300.00,
Banamex,true,,2016-12-10,0000003000.00,
Banamex,true,,2016-12-10,0000001000.00,
Banamex,true,,2016-12-10,0000001000.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000001000.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000000100.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000000300.00,
Banamex,true,,2016-12-10,0000002500.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000000010.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000010000.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000000300.00,
Banamex,true,,2016-12-10,0000000100.00,
Banamex,true,,2016-12-10,0000000100.00,
Banamex,true,,2016-12-10,0000002000.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000001000.00,
Banamex,true,,2016-12-10,0000010000.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000000900.00,
Banamex,true,,2016-12-10,0000000200.00,
Banamex,true,,2016-12-10,0000000200.00,
Banamex,true,,2016-12-10,0000000200.00,
Banamex,true,,2016-12-10,0000000250.00,
Banamex,true,,2016-12-10,0000001000.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000000300.00,
Banamex,true,,2016-12-10,0000010000.00,
Banamex,true,,2016-12-10,0000001000.00,
Banamex,true,,2016-12-10,0000000200.00,
Banamex,true,,2016-12-10,0000000150.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000001000.00,
Banamex,true,,2016-12-10,0000000200.00,
Banamex,true,,2016-12-10,0000000100.00,
Banamex,true,,2016-12-10,0000002000.00,
Banamex,true,,2016-12-10,0000000150.00,
Banamex,true,,2016-12-10,0000000200.00,
Banamex,true,,2016-12-10,0000000100.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000003000.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000002000.00,
Banamex,true,,2016-12-10,0000001000.00,
Banamex,true,,2016-12-10,0000000200.00,
Banamex,true,,2016-12-10,0000000300.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000004000.00,
Banamex,true,,2016-12-10,0000001000.00,
Banamex,true,,2016-12-10,0000001000.00,
Banamex,true,,2016-12-10,0000000200.00,
Banamex,true,,2016-12-10,0000000100.00,
Banamex,true,,2016-12-10,0000000100.00,
Banamex,true,,2016-12-10,0000000482.50,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000004000.00,
Banamex,true,,2016-12-10,0000001000.00,
Banamex,true,,2016-12-10,0000005000.00,
Banamex,true,,2016-12-10,0000000200.00,
Banamex,true,,2016-12-10,0000000200.00,
Banamex,true,,2016-12-10,0000000250.00,
Banamex,true,,2016-12-10,0000005000.00,
Banamex,true,,2016-12-10,0000001000.00,
Banamex,true,,2016-12-10,0000010000.00,
Banamex,true,,2016-12-10,0000000250.00,
Banamex,true,,2016-12-10,0000000210.60,
Banamex,true,,2016-12-10,0000000300.00,
Banamex,true,,2016-12-10,0000001000.00,
Banamex,true,,2016-12-10,0000005000.00,
Banamex,true,,2016-12-10,0000000212.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000001000.00,
Banamex,true,,2016-12-10,0000000500.00,
Banamex,true,,2016-12-10,0000000050.00,
Banamex,true,,2016-12-10,0000000335.00,
Banamex,true,,2016-12-10,0000000212.00,
Banamex,true,,2016-12-10,0000000250.00,
Banamex,true,,2016-12-10,0000000150.00,
